Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188,cell189,cell190,cell191,cell192,cell193,cell194,cell195,cell196,cell197,cell198,cell199,cell200,cell201,cell202,cell203,cell204,cell205,cell206,cell207,cell208,cell209,cell210,cell211,cell212,cell213,cell214,cell215,cell216,cell217,cell218,cell219,cell220,cell221,cell222,cell223,cell224
Pafah1b1,5,0,0,13,0,8,0,9,4,11,28,0,1,0,17,5,0,0,8,0,11,0,3,3,7,20,21,15,2,0,4,15,13,0,17,11,0,10,15,0,4,0,0,0,2,19,9,16,14,0,0,13,0,6,3,3,5,12,15,4,9,6,5,0,4,0,2,0,0,34,6,33,1,0,12,12,24,0,0,3,0,0,7,4,12,5,8,3,2,19,11,11,16,9,1,9,1,16,9,20,4,7,5,12,5,9,6,5,3,3,10,2,14,13,23,10,0,2,4,2,0,0,16,5,0,0,8,0,0,5,0,9,1,0,0,1,6,4,7,4,0,0,8,8,0,7,7,0,7,3,6,9,3,0,5,16,0,8,6,2,4,4,0,9,3,8,0,1,10,3,0,0,4,0,4,3,4,11,4,0,0,0,4,0,3,3,0,14,0,10,4,10,6,2,0,7,1,4,0,6,4,4,7,2,10,8,5,7,6,1,5,7,0,8,8,3,0,0,8,1,3,9,0,0
Myo1c,0,9,25,11,8,20,6,6,14,27,21,8,3,5,12,5,2,2,6,1,2,4,9,5,6,10,21,16,18,1,9,22,7,13,16,12,1,5,11,13,7,8,0,8,7,20,13,10,13,5,11,2,7,12,49,21,22,8,10,6,7,11,0,0,4,0,0,21,22,9,5,25,22,6,0,3,14,0,0,5,1,1,19,7,8,22,19,4,2,15,7,7,11,13,7,4,5,6,14,5,17,6,4,8,2,8,5,12,4,8,4,0,15,9,17,7,0,7,11,11,6,0,0,7,0,2,7,1,4,4,0,6,8,2,6,0,1,8,11,9,0,1,8,8,1,7,3,3,8,17,4,3,4,2,10,18,8,4,2,6,12,10,3,7,3,9,2,3,2,5,4,7,9,4,4,6,2,10,8,1,0,2,4,5,9,2,5,7,3,13,0,17,8,14,9,16,1,5,0,4,9,4,12,2,12,8,2,11,1,10,6,17,1,6,4,11,1,7,9,8,19,8,4,0
Crk,0,0,1,4,3,6,0,4,2,5,9,2,2,2,3,0,0,3,4,0,1,1,2,2,0,5,6,0,4,8,4,12,5,0,2,6,0,2,11,2,6,2,0,0,8,7,0,2,4,2,0,7,6,3,0,2,0,0,5,0,3,4,0,0,12,0,0,0,2,6,0,2,2,3,6,0,1,2,1,1,2,0,0,7,3,5,3,2,8,0,1,2,2,5,2,3,1,14,4,3,7,3,2,3,4,0,6,11,3,2,4,0,0,2,5,5,0,2,1,2,5,0,2,0,2,0,1,2,0,4,1,2,0,1,1,5,2,0,2,2,2,1,1,0,0,0,4,3,8,1,3,5,4,0,2,2,3,0,4,7,4,2,4,3,3,3,0,1,7,3,0,3,8,3,0,1,0,3,2,3,6,0,0,1,4,4,0,5,0,4,0,3,0,6,3,1,3,2,6,2,0,2,0,1,1,5,8,4,6,8,0,1,1,2,0,0,0,2,3,3,3,0,4,0
Rab34,7,2,0,5,0,4,20,2,0,3,7,9,12,0,0,3,3,0,12,1,4,9,0,5,0,4,14,8,18,6,3,4,3,1,8,5,0,12,2,0,0,0,2,4,5,4,16,22,12,0,3,5,6,10,26,14,10,4,0,4,4,11,0,0,0,0,4,4,8,4,3,6,24,7,2,0,0,2,3,9,0,0,6,5,13,3,3,0,7,5,9,0,5,10,5,9,2,1,15,8,6,10,0,11,7,7,2,9,6,24,11,1,4,8,12,4,0,9,4,3,0,0,3,2,3,0,8,11,0,1,1,4,1,1,4,0,0,0,5,0,3,0,0,9,4,5,9,6,8,3,5,1,3,2,3,10,1,11,3,5,4,1,0,0,1,5,0,2,7,3,7,4,1,0,2,2,0,2,9,1,3,6,5,0,6,2,0,6,5,1,3,6,3,2,2,4,6,0,3,2,5,2,3,1,5,13,6,4,0,5,1,12,7,7,2,9,0,2,0,13,5,16,0,0
Sdf2,4,1,5,8,7,11,9,14,6,9,11,2,4,2,10,7,7,0,6,1,11,10,11,11,2,5,7,14,8,4,13,5,1,3,4,4,0,10,14,7,6,0,10,0,0,16,4,1,8,0,2,5,5,14,6,5,8,3,4,2,15,3,0,0,10,0,0,16,4,41,3,17,0,0,2,6,4,4,0,3,0,0,3,0,4,6,8,1,3,8,7,4,4,4,1,9,5,5,2,5,0,3,8,3,4,2,1,10,7,10,15,2,16,3,20,9,0,4,14,4,0,3,0,6,0,1,4,5,0,8,0,8,1,3,6,3,1,0,6,0,0,2,9,8,0,1,4,3,0,2,0,0,0,1,5,4,14,6,9,3,0,2,4,1,8,0,1,5,6,3,0,1,8,0,0,7,1,7,4,3,1,0,0,0,2,2,0,11,7,10,4,6,0,10,3,4,2,0,5,3,0,4,3,1,5,9,2,4,0,2,4,3,0,4,3,11,0,0,3,9,11,7,6,2
Ggnbp2,5,5,2,4,7,14,22,0,4,7,2,4,2,0,9,4,0,5,0,0,13,0,4,8,0,0,9,13,10,6,5,1,6,0,0,7,0,4,0,1,7,1,3,0,5,4,4,13,9,0,8,2,0,3,7,0,2,0,11,0,2,0,0,0,0,0,0,10,14,8,2,0,2,5,11,0,4,0,7,6,0,0,6,5,10,4,12,0,0,0,7,0,16,9,1,7,1,0,4,4,0,1,13,12,4,7,3,7,2,5,10,0,5,12,6,2,0,0,0,7,0,0,2,2,0,0,8,5,0,6,0,2,0,1,0,6,4,0,7,6,0,0,4,8,1,4,4,0,5,7,1,0,0,2,14,14,1,0,1,2,6,1,3,3,0,12,0,1,5,2,4,6,9,0,1,0,0,8,4,0,2,0,0,0,5,5,0,5,6,8,2,6,1,1,6,3,4,0,3,6,6,6,3,3,3,3,5,4,0,2,1,5,0,5,1,16,0,0,5,4,15,0,9,0
Vmp1,10,6,7,10,12,11,19,14,0,11,14,8,13,26,18,0,0,2,0,15,14,11,11,13,8,0,19,11,27,3,22,28,6,0,17,28,9,10,36,0,0,26,0,0,0,22,28,33,21,0,22,28,5,13,15,25,4,0,5,0,15,16,5,5,15,16,7,36,1,88,13,59,7,11,6,6,3,5,4,0,0,0,10,11,12,18,14,0,0,7,17,8,17,10,13,43,0,22,9,15,25,13,19,19,17,15,4,16,6,9,7,0,23,8,27,9,0,11,13,8,9,7,0,0,0,0,11,0,19,13,4,8,3,4,0,0,4,4,4,12,5,0,15,13,4,15,0,0,5,14,4,0,0,0,13,16,4,4,9,3,12,7,7,9,19,13,0,10,17,8,0,9,0,0,24,3,0,5,14,0,8,13,1,12,15,2,0,24,10,8,9,8,0,0,7,8,12,6,13,2,5,13,5,0,12,15,4,6,5,10,14,3,7,9,12,18,0,0,12,22,24,0,0,5
Srsf1,0,12,0,7,0,0,0,0,0,0,2,18,0,0,0,0,0,0,2,0,0,0,0,0,0,9,4,0,0,0,0,6,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,3,0,13,4,0,0,0,0,6,0,5,9,0,11,2,9,0,0,7,11,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,11,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,21,4,0,0,0,7,7,0,0,3,7,0,0,0,0,8,0,0,0
Lrrc59,12,1,4,8,7,32,20,14,13,5,20,2,6,5,11,10,0,6,17,0,14,18,8,0,0,3,31,14,22,9,52,8,14,11,12,5,4,13,20,10,8,9,12,1,9,26,14,9,9,0,11,23,0,12,0,13,23,7,14,2,11,23,6,0,11,0,0,24,0,24,6,48,37,5,14,6,27,6,2,6,3,0,13,8,21,4,13,2,3,10,11,5,14,9,3,13,6,20,15,7,9,6,1,10,0,4,0,6,7,13,9,5,15,15,17,11,0,7,13,6,2,0,9,9,5,3,6,8,6,10,0,16,1,0,0,0,8,5,6,6,3,0,14,19,5,12,5,4,9,6,3,4,2,7,17,14,5,1,14,5,5,7,12,12,14,14,4,4,4,7,10,2,8,4,8,7,5,19,7,0,3,0,9,4,8,3,0,6,8,11,3,11,5,3,8,13,3,7,2,8,1,7,8,1,12,10,17,4,3,4,6,21,6,5,8,7,4,2,16,11,6,17,2,2
Spop,7,0,6,5,12,6,0,7,3,8,5,0,4,3,4,0,0,1,0,0,11,12,10,10,0,1,5,12,8,4,0,4,5,18,11,4,0,8,13,7,28,0,2,0,0,14,3,4,5,0,2,2,0,22,16,9,2,0,6,0,5,3,2,0,0,0,0,5,1,20,4,3,8,5,3,6,1,4,2,2,0,0,8,5,4,13,8,0,1,2,5,1,7,8,0,6,4,0,12,5,6,18,5,8,3,7,0,11,2,4,4,0,4,5,6,11,0,10,8,6,0,0,3,0,1,0,4,3,3,6,0,4,0,1,0,1,0,1,7,8,0,0,11,7,0,7,0,0,0,2,1,0,0,3,6,12,3,9,5,0,3,4,7,4,7,1,0,1,6,7,3,6,6,0,2,0,7,4,4,0,0,2,4,3,12,0,0,6,5,6,2,9,0,1,7,5,2,5,2,1,0,3,9,0,4,16,5,5,2,3,1,6,0,3,14,5,1,0,5,11,15,0,4,4
Nfe2l1,2,0,0,0,0,4,16,1,7,11,21,3,0,0,2,0,1,2,3,0,8,6,2,2,0,12,0,5,3,0,2,1,0,3,10,2,0,4,0,0,0,0,0,0,2,2,0,4,7,0,0,0,2,9,21,6,2,0,0,0,0,0,0,0,0,0,6,0,0,13,0,8,10,0,12,0,0,8,0,1,0,0,0,0,2,4,2,0,1,3,3,0,2,1,0,4,0,3,4,3,5,0,9,7,4,0,5,2,3,8,0,0,2,1,2,1,4,3,3,2,1,6,0,0,0,3,1,0,0,8,0,6,0,0,0,0,0,1,3,0,0,1,4,0,0,2,0,0,7,0,5,3,0,0,10,2,3,2,1,6,3,3,0,2,2,10,0,0,0,2,0,4,1,0,2,0,0,4,4,0,0,0,2,0,9,0,0,6,6,9,1,3,0,0,3,4,0,0,0,0,0,6,2,1,4,0,7,2,0,0,4,4,4,0,6,4,3,1,1,2,8,2,2,0
Npepps,6,0,0,5,2,5,0,3,4,2,2,5,3,0,20,2,0,5,0,0,12,0,3,0,0,12,12,5,2,7,10,3,8,4,5,0,0,15,10,7,0,0,1,4,2,16,0,0,3,0,0,4,3,22,6,3,6,8,0,1,8,1,0,0,2,0,3,0,0,23,9,0,9,6,4,4,2,4,4,4,0,0,2,4,2,4,6,2,1,1,1,5,8,4,1,9,2,2,5,6,3,4,11,2,4,4,0,4,0,4,5,0,11,9,5,8,1,9,8,5,0,0,2,4,0,0,6,1,7,2,1,3,0,0,1,9,1,6,6,2,0,4,2,2,0,6,4,0,6,2,2,0,0,4,6,9,2,9,2,4,4,9,5,6,16,6,6,2,9,3,1,1,5,1,6,0,2,0,5,0,0,2,3,1,1,6,3,0,3,2,5,5,0,8,6,3,2,4,2,5,3,2,3,5,3,4,1,4,0,1,0,4,2,2,13,4,0,1,7,4,6,5,1,7
Psmb3,0,0,0,0,9,20,0,0,0,7,0,0,0,0,2,0,0,7,0,0,0,0,10,3,1,11,28,8,20,10,19,5,11,0,0,0,0,18,7,0,0,0,4,3,6,6,0,0,0,0,6,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,14,0,17,0,0,2,6,7,3,4,3,0,14,10,4,2,6,7,7,5,10,3,5,10,5,11,5,11,6,5,4,9,8,8,1,2,26,10,2,2,4,20,7,8,1,8,6,13,6,0,4,0,6,0,6,19,5,4,1,5,2,1,5,3,10,0,9,5,5,0,5,0,2,0,0,5,5,18,5,1,1,6,19,7,0,2,7,0,0,3,12,6,0,2,0,8,9,0,3,12,9,0,0,1,2,12,7,1,2,5,2,0,3,0,0,4,4,8,0,14,2,6,9,4,5,10,0,8,0,0,6,5,11,13,15,3,1,0,0,16,2,7,13,13,1,1,13,21,13,0,4,0
Lasp1,15,32,21,7,0,41,26,37,18,28,6,17,0,19,0,0,12,0,2,2,3,9,0,25,0,47,53,19,11,12,8,16,8,45,12,16,8,26,33,13,35,44,1,3,0,53,49,7,32,7,18,17,19,22,42,24,10,0,46,0,18,30,0,10,18,0,0,15,4,0,30,63,17,18,0,24,48,8,1,15,0,2,24,13,8,31,18,0,2,0,22,0,32,5,7,11,12,0,13,3,3,27,23,15,5,4,0,21,57,18,7,6,11,18,27,17,9,5,2,17,15,0,1,0,0,10,10,0,0,16,0,9,8,0,0,0,0,13,3,4,0,2,31,6,0,24,13,8,16,11,14,0,0,3,32,27,28,8,17,27,20,15,12,14,25,8,0,5,15,7,31,31,17,0,7,13,12,24,29,0,0,4,18,11,12,1,0,12,2,20,1,30,23,0,24,13,10,27,17,5,13,29,8,0,33,8,25,5,3,10,20,23,0,20,27,41,0,0,17,26,6,0,29,8
Stat3,7,6,13,3,10,48,19,13,14,16,22,4,9,3,7,19,0,3,0,0,3,7,24,0,0,7,19,14,16,7,5,8,14,3,8,4,1,19,7,8,10,13,0,1,6,10,20,12,5,0,10,19,0,32,16,5,8,4,13,9,19,9,1,0,6,4,0,16,11,39,17,21,42,12,9,5,9,1,4,15,0,6,17,9,10,12,14,0,3,7,5,4,13,11,0,7,1,5,15,3,0,10,4,16,5,6,0,17,7,17,6,0,19,7,13,16,2,8,9,7,1,3,6,4,0,4,12,1,0,10,3,7,2,0,2,1,0,12,13,8,1,2,7,12,0,17,2,2,12,12,10,7,3,0,13,17,10,14,9,4,11,13,8,11,14,7,3,4,13,9,3,16,16,0,9,1,2,1,12,3,4,4,9,0,14,7,2,6,12,14,3,6,3,10,9,11,1,11,8,4,5,9,7,1,13,7,0,12,0,1,4,6,1,3,18,4,8,0,7,15,13,9,10,6
Eftud2,0,3,4,0,4,21,3,1,7,20,12,2,1,4,4,8,0,3,7,1,4,9,3,3,2,2,13,0,12,11,3,7,2,7,2,6,9,8,5,3,2,13,2,0,5,10,12,17,7,0,4,21,1,10,10,7,21,9,16,0,5,7,4,3,2,0,0,5,1,18,4,14,30,6,0,24,29,5,8,3,0,0,7,7,14,4,4,1,2,0,8,2,17,7,0,6,4,0,6,12,10,14,10,3,6,14,0,6,7,8,5,3,16,8,9,12,0,8,10,0,0,0,6,5,0,2,1,0,0,1,0,10,3,0,0,3,0,1,5,2,4,0,7,10,1,5,0,3,3,3,0,2,1,0,6,7,2,9,6,11,6,2,2,0,13,2,0,6,1,10,2,15,6,2,10,0,2,5,14,0,0,0,1,2,8,4,7,3,10,2,1,11,7,5,15,9,1,5,4,4,1,8,7,1,13,15,7,2,0,0,6,19,0,3,12,11,0,3,2,2,3,8,1,7
Srsf2,0,4,4,0,9,19,8,0,0,10,5,0,4,7,0,6,0,7,5,0,2,3,7,0,0,0,12,3,10,4,5,4,2,3,2,0,2,1,0,7,0,0,17,0,2,10,4,4,3,0,4,0,5,0,0,0,8,0,16,0,0,15,0,0,9,0,0,12,1,1,0,7,6,0,0,0,9,0,0,5,0,0,0,15,4,1,7,0,0,0,5,0,4,0,2,0,0,0,4,0,5,0,1,3,1,1,0,0,9,5,10,0,3,5,2,0,0,5,4,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,10,0,0,1,5,0,0,4,6,0,0,9,9,0,3,0,0,0,3,4,9,9,6,1,2,4,5,0,0,0,5,0,6,4,3,0,0,0,4,10,1,0,0,0,5,1,0,3,0,5,7,0,0,5,0,4,4,5,0,5,2,4,4,2,3,0,7,7,4,0,0,0,0,6,8,1,4,14,4,0,5,6,10,0,0,0
Syngr2,17,10,6,16,18,21,30,12,0,10,17,17,6,13,15,6,1,1,6,3,8,17,5,21,20,29,23,12,17,15,20,17,18,2,4,12,1,12,23,12,13,8,0,17,20,18,19,11,20,0,14,19,2,42,20,24,26,14,30,13,18,11,6,10,22,5,6,23,7,4,15,58,30,26,35,10,15,8,3,10,7,2,9,9,6,7,20,5,8,29,16,5,8,18,7,17,20,11,26,4,12,13,17,15,10,15,8,10,19,21,15,4,12,14,25,10,1,12,12,6,5,2,11,9,3,9,6,7,13,4,6,9,2,3,0,0,5,9,15,6,6,6,5,4,0,4,6,5,3,9,0,0,0,3,9,16,8,7,7,2,8,12,9,4,23,7,7,2,9,6,8,9,7,2,12,3,4,4,13,6,3,1,5,5,10,2,0,14,10,35,8,8,3,4,9,2,6,6,10,3,4,11,12,4,8,20,8,5,7,4,6,7,7,9,23,29,13,4,23,19,19,12,2,12
Slc38a10,30,7,4,0,7,15,12,11,7,15,10,6,9,2,21,4,1,6,4,0,10,4,17,6,0,6,5,5,8,6,8,3,8,3,3,15,0,18,5,7,9,2,4,0,0,27,3,13,10,0,6,7,0,18,22,5,3,5,11,0,10,4,0,0,27,0,3,17,5,12,7,22,15,7,5,2,18,4,2,2,0,1,22,2,4,6,5,0,8,9,14,10,5,8,1,28,0,5,7,8,9,7,12,7,4,14,0,5,14,20,2,1,11,3,10,4,0,9,7,3,3,0,3,2,0,4,1,5,1,7,0,5,0,0,4,0,2,1,3,9,0,6,13,12,0,9,7,0,2,3,4,2,0,0,14,10,7,2,10,6,10,7,1,4,7,4,2,2,2,2,1,3,1,0,9,1,0,4,2,4,5,1,1,2,14,3,0,2,3,10,2,9,3,2,8,7,1,5,12,3,1,7,2,1,9,11,3,4,0,4,2,12,8,0,11,5,0,0,9,12,3,14,0,7
Rab10,4,8,9,2,6,26,37,6,1,11,3,6,9,6,26,7,1,5,5,0,0,6,15,0,7,15,31,21,23,5,22,14,2,10,5,9,7,4,25,11,12,27,8,7,0,35,11,8,4,0,2,5,10,10,0,6,14,11,12,0,6,1,0,10,13,0,0,12,1,27,13,20,5,8,4,1,31,0,9,15,0,0,8,1,3,8,14,0,10,9,5,10,19,23,6,7,0,9,9,4,19,5,0,0,7,18,5,16,15,9,14,0,12,15,15,5,2,5,7,2,3,0,15,4,0,0,19,22,0,9,7,10,3,1,6,0,15,7,7,9,4,0,11,7,0,2,10,2,12,3,14,12,0,0,4,23,14,1,3,4,13,11,5,9,10,4,9,5,6,5,3,12,3,2,9,6,2,8,10,0,8,0,10,9,5,5,3,10,5,20,1,9,8,11,2,9,3,7,11,4,4,6,4,11,13,8,10,14,10,7,6,12,0,6,1,11,0,0,12,15,4,3,0,1
Sdc1,9,0,20,0,5,14,9,22,0,7,19,0,0,0,18,32,0,0,21,0,0,11,35,0,0,0,11,5,41,0,0,8,0,0,12,0,0,6,0,4,0,0,0,4,0,0,0,0,18,0,0,0,0,50,4,0,9,13,15,0,11,0,0,0,52,0,4,0,0,23,24,19,6,65,10,0,0,4,4,5,5,0,30,12,0,0,19,0,6,28,60,8,5,11,0,42,4,7,11,18,7,10,15,3,11,4,10,13,9,19,24,0,12,12,18,0,2,25,0,0,15,0,14,26,0,0,3,10,0,6,0,7,0,0,0,14,0,0,14,17,0,0,28,12,20,19,0,3,0,7,0,3,0,0,3,13,3,0,8,0,4,22,7,13,27,9,0,2,0,4,6,10,3,0,21,7,0,5,3,0,2,0,9,0,19,2,0,0,4,35,13,18,0,0,11,2,0,4,13,8,0,10,0,5,27,10,5,16,0,8,15,15,16,2,57,17,6,0,21,52,8,0,0,0
Strn3,4,0,0,11,0,14,0,0,7,7,4,4,0,7,0,4,0,0,0,0,13,0,0,0,0,0,30,0,2,0,0,0,8,0,3,11,0,1,23,11,0,5,0,2,0,8,0,0,5,0,0,0,0,11,13,0,10,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,2,3,8,0,0,2,0,0,4,5,10,0,0,0,5,0,0,5,5,4,0,5,6,10,10,3,6,13,11,5,10,0,0,13,0,0,3,13,7,0,4,5,4,7,0,9,3,0,2,7,7,0,0,0,2,0,0,3,0,2,0,2,5,0,0,0,0,6,0,0,0,0,0,0,3,7,0,0,0,0,0,6,5,4,2,0,10,0,0,7,0,1,0,0,2,0,0,3,3,0,5,0,4,0,0,0,0,0,1,1,2,3,0,8,0,4,2,3,0,0,4,6,2,0,0,0,2,0,0,3,3,0,4,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,12,1
Ppp2r5e,0,3,0,0,9,0,0,3,0,4,0,4,4,0,10,0,0,0,10,0,0,0,0,0,0,0,0,9,7,0,1,6,0,0,0,0,1,8,10,0,0,0,0,0,0,10,1,0,1,0,0,4,0,3,0,0,21,0,0,0,8,8,0,0,2,0,0,0,4,0,1,7,0,0,0,0,2,0,0,4,0,0,0,0,5,0,11,0,0,0,7,0,7,0,0,2,0,0,0,10,0,0,0,0,0,3,0,20,0,3,5,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,13,9,0,0,0,0,0,13,6,0,0,0,2,1,7,6,11,3,0,8,8,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,3,0,0,0,9,0,0,0,0,2,0,0,7,0,0,1,3,4,0,0,0,0,0,0,0,9,0,0,0,0
Vti1b,10,12,5,6,10,33,24,14,5,14,17,5,14,4,25,8,2,3,12,2,6,8,7,0,3,9,27,37,25,12,23,21,9,1,12,12,1,11,16,16,17,5,3,6,0,23,8,6,21,2,9,14,11,13,34,16,13,5,11,4,8,0,0,2,0,0,9,34,5,9,23,36,24,4,2,15,22,1,3,7,1,0,27,3,10,11,18,0,7,8,14,3,34,16,6,10,2,12,29,15,5,13,7,11,8,19,4,17,8,15,11,2,15,25,16,20,4,10,6,4,2,7,3,3,0,1,14,2,2,17,3,11,0,1,3,4,1,4,8,15,2,0,13,16,0,9,6,0,6,8,6,1,3,3,16,16,15,6,9,11,15,7,6,12,17,5,4,7,16,11,3,10,9,0,9,3,3,8,17,2,5,3,11,4,16,7,0,20,23,16,9,16,1,9,9,13,6,12,11,8,7,0,4,5,24,9,18,11,4,6,7,20,5,9,11,11,0,3,13,19,11,8,5,4
Cox16,0,7,13,3,5,24,12,0,0,17,11,7,0,0,9,0,0,0,0,2,0,0,10,2,0,10,0,6,3,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,0,12,0,0,7,0,0,0,0,9,0,0,1,7,5,0,2,0,0,0,0,0,0,0,5,0,0,2,7,0,0,2,4,3,7,0,2,0,0,2,2,8,11,0,4,0,6,4,5,0,6,10,6,5,5,9,0,0,0,0,2,0,0,0,0,15,0,1,0,3,7,0,5,0,9,0,1,0,0,4,0,5,3,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,10,0,7,3,0,1,0,0,3,0,2,0,5,0,3,0,0,1,0,1,0,6,0,0,0,7,1,0,0,0,0,4,1,0,0,0,1,1,1,0,5,3,0,0,0,0,7,5,0,10,0,0,0,5,6,6,1,0,6,0,2,2,10,0,0,4,0,0,0,0,5,0,0,0,0,0,9,9,0,5,0
Npc2,15,30,25,35,20,23,32,23,16,45,40,20,12,12,37,18,0,2,1,2,33,6,47,25,0,20,18,11,29,24,40,14,22,14,12,10,4,42,21,21,31,13,28,27,17,28,6,23,27,13,19,11,6,72,63,33,3,5,3,11,27,14,3,0,65,0,27,27,6,48,18,43,24,13,6,7,17,11,13,21,3,0,23,12,5,14,24,0,15,40,29,10,18,22,7,53,8,10,22,17,32,20,10,9,12,14,12,23,40,12,13,8,33,15,28,15,8,17,30,5,17,3,2,2,3,3,5,21,6,22,0,5,1,7,5,12,4,8,23,5,3,7,39,18,0,31,7,2,10,10,3,6,10,4,14,13,4,9,14,5,22,12,6,5,18,17,1,13,18,7,6,2,11,6,13,2,2,5,17,5,14,7,9,5,21,8,0,11,14,21,7,18,2,9,26,11,1,17,25,6,8,14,12,11,15,20,1,19,12,11,10,12,1,12,24,8,0,1,8,36,10,9,0,3
Fbln5,22,12,25,20,13,11,32,29,14,10,23,12,18,9,12,21,4,6,4,15,17,11,0,8,8,32,57,27,18,27,22,13,9,6,8,6,1,5,27,19,8,28,11,0,13,13,6,37,27,4,21,0,8,19,47,22,3,14,11,7,14,7,6,5,19,1,0,47,4,9,10,44,35,12,7,1,12,5,7,15,0,4,26,7,8,22,1,0,5,11,9,6,8,9,10,26,3,16,8,16,5,24,18,7,7,23,1,20,9,35,12,3,20,16,15,16,1,12,8,1,4,1,1,2,0,5,18,12,0,11,0,1,2,0,3,1,1,10,12,8,4,2,21,11,5,14,0,14,9,11,3,8,4,3,11,7,20,4,9,4,5,19,4,6,7,11,3,8,8,14,6,11,9,2,9,5,0,16,6,6,1,2,7,0,18,13,7,12,7,13,10,30,2,0,2,3,3,22,5,6,8,5,6,1,6,24,11,25,6,0,7,15,1,13,6,8,1,2,13,29,15,9,8,16
Ddx24,1,0,11,8,6,2,12,6,11,1,5,0,4,3,13,11,0,5,6,0,4,9,7,0,0,10,12,8,9,4,11,5,6,5,7,5,1,17,10,8,5,0,4,3,0,5,8,16,9,2,0,1,3,11,15,1,3,1,5,0,3,3,2,2,0,0,0,4,0,24,3,3,2,5,0,1,5,2,2,0,1,0,9,0,12,6,11,0,7,2,10,1,10,4,0,5,1,5,9,8,6,16,8,4,2,0,8,8,8,6,9,2,9,9,8,3,2,9,8,4,0,4,0,2,0,0,4,2,0,2,0,4,0,1,2,9,4,2,8,2,0,0,6,7,0,4,5,2,4,7,3,9,0,0,9,8,3,3,12,4,15,4,5,10,1,3,0,1,6,1,1,3,4,0,9,1,2,4,13,0,0,0,2,1,3,2,0,4,2,5,3,7,9,6,5,5,2,9,2,2,5,5,1,3,6,11,6,5,0,8,3,9,2,5,6,8,3,0,9,9,13,3,3,5
