Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
Atp5g3,8,16,18,3,4,10,7,17,22,17,16,14,3,19,12,26,10,19,26,6,19,22,20,10,37,0,8,19,27,25,26,11,11,33,6,19,12,42,9,15,15,12,23,15,13,8,25,27,9,35,35,22,10,19,20,7,21,30,11,3,23,14,9,23,30,29,9,26,0,17,39,9,42,31,2,37,26,35,4,25,25,16,19,6,34,0,17,4,14,18,15,18,20,11,10,8,19,17,3,7,17,22,26,16,4,3,6,26,16,14,10,18,12,19,8,0,11,22,11,10,19,20,19,26,37,6,27,9,42,19,12,33,25,15,13,15,35,22,27,8,7,10,23,15,35,25,20,12,9,19,21,30,3,11,17,14,39,23,9,23,9,29,37,9,30,0,42,26,31,4,26,2,25,19,35,0,6,25,34,16,18,18,15,4,14,17,20,11
Atp5j2,15,12,15,17,2,12,16,15,22,14,20,10,11,28,13,33,12,28,31,15,15,26,12,13,30,0,19,24,11,28,19,11,8,33,16,17,5,58,18,3,19,8,22,23,23,9,20,23,9,32,24,26,18,27,15,8,18,23,15,6,39,20,10,20,27,23,19,24,12,15,15,13,34,16,13,21,16,41,19,24,21,33,26,10,34,2,21,7,20,1,19,22,18,9,12,15,28,14,17,16,15,22,31,12,2,11,15,33,20,10,12,15,13,28,19,0,11,26,8,13,15,12,24,19,30,16,11,18,58,17,5,33,28,3,23,19,24,26,23,9,8,18,22,23,32,20,15,8,9,27,18,23,6,15,15,20,15,39,13,20,19,23,21,10,27,12,34,24,16,19,16,13,24,26,41,2,10,21,34,33,1,22,19,7,20,21,18,9
Atp6ap2,0,0,7,3,3,0,2,0,5,6,3,6,0,4,3,4,3,5,6,3,6,0,1,0,0,0,0,6,1,0,7,2,5,2,0,11,0,1,4,4,3,0,0,3,3,0,2,4,0,3,1,2,8,0,4,0,3,4,2,10,3,0,6,0,0,1,4,3,4,2,5,3,8,2,2,3,2,0,2,1,3,10,6,1,3,4,5,3,6,7,4,1,4,1,3,0,4,6,3,2,0,5,6,0,3,0,3,4,3,6,0,7,3,5,0,0,2,0,5,0,6,1,6,7,0,0,1,4,1,11,0,2,0,4,3,3,1,2,4,0,0,8,0,3,3,2,4,0,0,0,3,4,10,2,2,0,5,3,3,0,4,1,3,6,0,4,8,3,2,2,2,2,1,6,0,4,1,3,3,10,7,1,4,3,6,5,4,1
Atp6v1e1,0,0,8,2,0,6,4,2,5,6,7,2,0,11,0,11,0,0,0,6,0,11,1,0,7,0,8,5,11,6,4,8,0,8,6,0,10,10,0,0,3,4,2,4,11,7,8,0,1,2,0,13,6,11,5,9,1,5,2,4,8,7,5,7,10,8,3,10,8,6,0,9,10,17,0,8,8,3,10,5,3,15,8,5,17,6,16,7,4,0,7,7,7,9,0,0,11,6,2,4,2,5,0,0,0,0,6,11,7,2,6,8,0,0,8,0,8,11,0,0,0,1,5,4,7,6,11,0,10,0,10,8,6,0,11,3,0,13,0,7,9,6,2,4,2,8,5,4,1,11,1,5,4,2,6,7,0,8,9,7,3,8,8,5,10,8,10,10,17,10,8,0,5,8,3,6,5,3,17,15,0,7,7,7,4,16,7,9
Atxn7l3b,3,2,6,0,5,4,8,8,18,9,5,3,4,8,4,8,3,4,2,6,6,10,0,10,1,5,1,3,6,6,0,4,0,4,4,19,2,14,8,12,5,10,5,1,2,6,11,5,4,12,1,8,0,3,0,11,4,5,3,4,6,3,2,0,4,11,1,3,0,8,3,3,6,4,2,12,6,8,10,2,5,7,0,2,3,11,18,5,0,0,3,3,0,14,3,3,8,9,0,8,8,18,2,2,5,4,6,8,5,3,4,6,4,4,1,5,4,10,0,10,6,0,3,0,1,4,6,8,14,19,2,4,6,12,2,5,1,8,5,6,11,0,5,1,12,11,0,10,4,3,4,5,4,3,8,3,3,6,3,0,1,11,12,2,4,0,6,3,4,10,6,2,2,0,8,11,2,5,3,7,0,3,3,5,0,18,0,14
BC003965,1,7,2,0,0,0,0,1,2,3,0,7,0,1,2,6,7,0,4,0,1,2,0,3,7,1,0,0,8,0,2,0,0,6,0,10,0,5,0,2,4,5,10,2,2,0,0,0,0,5,5,8,5,10,1,0,4,4,1,0,8,1,0,0,0,5,0,4,1,6,8,1,1,6,1,4,8,5,6,2,0,0,3,4,3,1,4,0,0,1,0,4,3,1,7,1,1,3,0,0,1,2,4,7,0,0,0,6,0,7,0,2,2,0,0,1,0,2,0,3,1,0,0,2,7,0,8,0,5,10,0,6,0,2,2,4,5,8,0,0,0,5,10,2,5,0,1,5,0,10,4,4,0,1,6,1,8,8,1,0,0,5,4,0,0,1,1,4,6,6,8,1,2,3,5,1,4,0,3,0,1,4,0,0,0,4,3,1
BC005561,5,0,0,0,9,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,2,3,0,4,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,3,0,2,0,4,0,0,7,0,0,0,3,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,9,0,0,0,0,7,4,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,2,5,0,0,0,0,3,0,0,0,5,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,2,3,0,0,0,0,0,7,4,0,0,0,0,1,3,0,0,0,0
Bag6,10,2,11,3,5,2,6,5,2,5,6,2,2,5,0,3,2,3,8,3,4,0,7,0,5,0,2,10,4,15,14,4,4,7,11,3,1,4,7,0,9,0,1,3,5,3,10,10,15,9,2,5,0,6,4,5,0,14,10,6,6,5,7,9,0,7,4,0,3,0,8,9,3,7,1,4,3,8,7,4,4,9,4,8,4,8,8,0,3,4,10,9,0,1,2,10,5,5,3,6,5,2,8,2,5,2,3,3,6,2,2,11,0,3,2,0,4,0,4,0,4,7,10,14,5,11,4,7,4,3,1,7,15,0,5,9,2,5,10,3,5,0,1,3,9,10,4,0,15,6,0,14,6,10,0,5,8,6,9,9,4,7,4,7,0,3,3,0,7,7,3,1,4,4,8,8,8,4,4,9,4,9,10,0,3,8,0,1
Banf1,10,21,19,16,0,21,6,56,44,29,21,24,7,67,21,13,13,15,27,28,30,22,13,10,18,0,13,30,11,18,49,12,17,36,25,39,23,46,30,21,14,15,16,31,29,12,23,23,30,33,31,46,36,39,6,5,50,33,21,30,36,16,9,14,74,65,29,40,10,43,28,19,63,40,5,39,22,29,25,41,26,30,30,12,10,11,42,22,25,32,18,15,11,0,13,10,67,29,16,6,56,44,27,21,0,7,28,13,21,24,21,19,21,15,13,0,12,22,17,10,30,13,30,49,18,25,11,30,46,39,23,36,18,21,29,14,31,46,23,12,5,36,16,31,33,23,6,15,30,39,50,33,30,21,43,16,28,36,19,14,29,65,39,9,74,10,63,40,40,25,22,5,41,30,29,11,12,26,10,30,32,15,18,22,25,42,11,0
Baz2b,0,3,0,9,0,6,0,0,0,4,4,0,8,3,1,0,2,0,0,3,6,0,2,3,2,0,9,8,1,0,0,1,0,0,0,3,0,6,0,2,5,0,2,5,0,0,0,4,4,0,0,0,11,4,0,0,0,0,0,0,5,0,0,0,5,1,8,0,0,0,0,1,0,0,1,1,4,5,0,0,8,12,0,2,0,16,6,0,0,0,0,7,0,0,2,0,3,4,9,0,0,0,0,3,0,8,3,0,4,0,6,0,1,0,9,0,1,0,0,3,6,2,8,0,2,0,1,0,6,3,0,0,0,2,0,5,0,0,4,0,0,11,2,5,0,0,0,0,4,4,0,0,0,0,0,0,0,5,1,0,8,1,1,0,5,0,0,0,0,0,4,1,0,0,5,16,2,8,0,12,0,7,0,0,0,6,0,0
Birc5,6,0,11,2,0,7,3,7,13,4,9,3,7,14,6,7,9,8,10,7,2,3,12,10,14,0,4,9,12,0,4,5,4,16,4,10,2,12,5,14,0,1,9,6,5,9,6,15,2,6,13,29,10,15,8,4,9,5,11,2,4,8,0,8,15,21,11,7,0,8,18,2,31,8,9,9,8,9,7,1,13,18,10,5,14,0,3,9,18,7,4,15,4,0,9,6,14,4,2,3,7,13,10,0,0,7,7,7,9,3,7,11,6,8,4,0,5,3,4,10,2,12,9,4,14,4,12,5,12,10,2,16,0,14,5,0,13,29,15,9,4,10,9,6,6,6,8,1,2,15,9,5,2,11,8,8,18,4,2,8,11,21,9,0,15,0,31,7,8,7,8,9,1,10,9,0,5,13,14,18,7,15,4,9,18,3,4,0
Blm,5,0,2,1,0,0,2,2,0,1,6,0,0,0,0,2,2,7,0,1,2,1,0,0,1,0,4,2,6,2,11,0,2,0,0,0,0,7,1,1,0,0,5,2,0,0,0,3,5,2,0,3,0,1,0,0,0,3,6,1,0,0,3,1,4,6,0,0,3,4,2,1,5,2,0,0,0,4,2,1,3,0,3,2,3,0,2,0,0,2,2,1,2,0,2,5,0,1,1,2,2,0,0,0,0,0,1,2,6,0,0,2,0,7,4,0,0,1,2,0,2,0,2,11,1,0,6,1,7,0,0,0,2,1,0,0,0,3,3,0,0,0,5,2,2,0,0,0,5,1,0,3,1,6,4,0,2,0,1,1,0,6,0,3,4,3,5,0,2,2,0,0,1,3,4,0,2,3,3,0,2,1,2,0,0,2,2,0
Bnip3l,0,0,0,10,0,6,0,2,3,0,7,0,6,3,0,6,3,8,1,1,2,0,0,0,5,1,1,3,3,0,4,0,2,7,2,0,0,9,0,3,0,0,3,2,5,0,8,5,0,3,3,4,0,4,7,0,6,4,4,1,13,8,0,1,0,13,0,2,0,0,0,0,0,5,3,8,0,10,3,4,0,7,3,4,0,3,6,1,11,0,0,0,3,0,3,0,3,0,10,0,2,3,1,0,0,6,1,6,7,0,6,0,0,8,1,1,0,0,2,0,2,0,3,4,5,2,3,0,9,0,0,7,0,3,5,0,3,4,5,0,0,0,3,2,3,8,7,0,0,4,6,4,1,4,0,8,0,13,0,1,0,13,8,0,0,0,0,2,5,3,0,3,4,3,10,3,4,0,0,7,0,0,0,1,11,6,3,0
Bpnt1,0,0,0,1,0,2,1,4,2,2,3,3,1,2,0,1,3,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,1,3,5,0,4,0,0,0,0,0,1,4,0,2,1,0,0,3,0,3,0,3,2,0,5,2,2,0,0,2,2,0,0,0,3,0,1,1,6,1,0,2,2,0,2,1,0,1,0,1,2,0,0,3,6,2,0,4,0,3,0,2,2,1,1,4,2,1,0,0,1,0,1,3,3,2,0,0,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0,5,1,3,0,0,4,0,0,0,0,0,1,0,3,0,0,1,4,3,0,2,0,3,2,5,0,3,2,0,2,1,0,0,2,0,0,2,0,1,0,6,0,2,1,2,1,2,2,0,1,1,0,6,0,2,0,3,0,4,0
Btf3,10,1,0,16,0,16,0,19,0,20,0,0,0,41,0,31,16,14,5,19,0,23,11,0,13,0,13,22,0,0,19,16,0,0,0,5,24,31,0,21,0,0,0,0,0,9,12,0,22,0,4,6,18,33,9,7,0,21,23,0,0,0,0,8,0,11,6,14,0,0,25,20,0,16,0,11,17,41,14,11,0,4,0,0,0,0,0,0,0,24,0,13,17,0,16,10,41,20,16,0,19,0,5,1,0,0,19,31,0,0,16,0,0,14,13,0,16,23,0,0,0,11,22,19,13,0,0,0,31,5,24,0,0,21,0,0,4,6,0,9,7,18,0,0,0,12,9,0,22,33,0,21,0,23,0,0,25,0,20,8,6,11,11,0,0,0,0,14,16,14,17,0,11,0,41,0,0,0,0,4,24,13,0,0,0,0,17,0
Cabin1,0,1,0,0,1,0,0,0,2,2,1,3,0,5,1,0,1,0,2,0,2,1,2,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,3,0,0,5,0,2,1,2,2,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,1,0,1,2,0,0,0,0,5,3,6,4,0,0,2,0,0,4,2,3,0,0,2,3,0,0,0,4,1,4,1,0,5,2,0,0,0,2,2,1,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,2,2,0,0,2,2,0,0,0,1,0,0,1,3,2,0,0,0,2,1,0,2,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,4,0,1,0,5,2,3,2,0,6,0,2,0,0,3,0,0,4,0,4,0,3,0,2,1,4
Cadm1,0,0,6,1,4,2,0,3,4,2,6,5,5,5,0,3,0,4,4,4,3,0,2,0,12,0,5,1,3,1,6,2,0,5,6,0,4,5,2,0,0,0,0,0,0,2,0,0,3,0,0,7,6,2,0,0,6,3,3,0,2,1,1,2,6,9,0,5,1,4,8,1,4,3,0,4,2,4,5,7,0,3,0,0,7,1,3,1,4,2,0,8,1,0,0,0,5,2,1,0,3,4,4,0,4,5,4,3,6,5,2,6,0,4,5,0,2,0,0,0,3,2,1,6,12,6,3,2,5,0,4,5,1,0,0,0,0,7,0,2,0,6,0,0,0,0,0,0,3,2,6,3,0,3,4,1,8,2,1,2,0,9,4,1,6,1,4,5,3,5,2,0,7,0,4,1,0,0,7,3,2,8,0,1,4,3,1,0
Calm3,4,2,9,9,0,9,3,9,8,5,13,7,0,8,6,9,3,3,10,1,6,3,0,6,8,0,2,6,2,8,14,4,1,8,3,4,1,22,8,9,4,2,6,7,1,5,8,7,6,14,3,17,7,4,8,4,11,11,6,1,5,2,0,2,9,9,7,4,2,12,8,0,6,12,2,2,5,5,5,6,4,12,5,3,10,1,5,11,2,0,0,4,6,4,3,4,8,5,9,3,9,8,10,2,0,0,1,9,13,7,9,9,6,3,2,0,4,3,1,6,6,0,6,14,8,3,2,8,22,4,1,8,8,9,1,4,3,17,7,5,4,7,6,7,14,8,8,2,6,4,11,11,1,6,12,2,8,5,0,2,7,9,2,0,9,2,6,4,12,5,5,2,6,5,5,1,3,4,10,12,0,4,0,11,2,5,6,4
Cand1,0,0,3,17,0,0,0,0,0,30,0,12,0,0,0,0,0,0,0,0,0,0,0,6,13,0,15,0,0,26,0,0,0,0,0,0,15,20,0,23,0,0,8,0,16,0,36,0,25,27,0,0,23,15,6,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,25,0,0,0,11,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,15,0,0,0,0,6,0,0,0,0,13,0,0,0,20,0,15,0,26,23,16,0,0,0,0,0,0,23,8,0,27,36,6,0,25,15,0,0,0,0,0,0,0,0,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,25,0,0,2,0,0,0,11
Caprin1,0,0,10,9,0,7,0,24,10,16,8,15,12,10,16,18,4,17,4,11,4,10,2,2,10,0,1,20,17,15,13,6,19,1,14,10,7,22,0,15,3,13,0,15,17,0,19,11,1,12,12,5,14,19,20,11,15,2,1,14,38,6,9,9,19,38,6,28,0,22,3,8,30,14,1,15,19,16,14,9,17,13,8,12,26,6,13,7,9,0,0,3,13,2,4,0,10,16,9,0,24,10,4,0,0,12,11,18,8,15,7,10,16,17,1,0,6,10,19,2,4,2,20,13,10,14,17,0,22,10,7,1,15,15,17,3,12,5,11,0,11,14,0,15,12,19,20,13,1,19,15,2,14,1,22,6,3,38,8,9,6,38,15,9,19,0,30,28,14,14,19,1,9,8,16,6,12,17,26,13,0,3,0,7,9,13,13,2
Carkd,2,1,0,1,0,1,0,0,0,0,1,1,0,2,0,0,3,2,0,3,4,3,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,2,1,0,0,0,2,0,1,1,1,1,0,3,0,0,1,3,0,0,0,6,0,2,6,2,0,0,2,4,2,2,0,3,2,0,2,0,3,2,2,4,4,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,2,2,0,1,0,0,0,0,1,0,0,3,0,1,1,1,0,0,2,0,0,0,3,0,1,4,0,0,2,0,2,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,3,1,0,0,0,3,0,6,2,0,3,2,2,6,0,0,2,4,2,0,2,0,2,2,0,4,2,3,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,0
Casc3,2,4,6,4,0,4,0,10,4,3,1,0,0,2,1,4,3,4,3,0,3,4,3,6,2,0,0,2,1,1,2,0,0,4,7,3,2,2,3,0,8,4,5,2,2,0,4,7,0,1,5,2,9,5,2,0,7,8,13,4,5,0,6,4,2,3,4,3,0,0,4,2,9,3,1,5,7,3,4,2,4,2,0,0,3,4,5,0,3,0,0,0,3,1,3,2,2,3,4,0,10,4,3,4,0,0,0,4,1,0,4,6,1,4,0,0,0,4,0,6,3,3,2,2,2,7,1,3,2,3,2,4,1,0,2,8,5,2,7,0,0,9,5,2,1,4,2,4,0,5,7,8,4,13,0,0,4,5,2,4,4,3,5,6,2,0,9,3,3,4,7,1,2,0,3,4,0,4,3,2,0,0,0,0,3,5,3,1
Cbfb,1,3,11,2,0,2,0,0,10,2,0,2,1,0,7,4,0,3,6,5,6,0,5,0,2,0,1,0,5,0,4,2,6,2,1,5,3,9,0,4,0,4,4,3,2,0,2,4,1,5,3,0,3,2,2,7,4,1,2,5,0,1,0,3,0,14,3,0,0,6,4,2,9,0,2,5,1,7,2,2,2,2,0,0,7,0,5,1,6,4,0,1,2,0,0,1,0,2,2,0,0,10,6,3,0,1,5,4,0,2,2,11,7,3,1,0,2,0,6,0,6,5,0,4,2,1,5,0,9,5,3,2,0,4,2,0,3,0,4,0,7,3,4,3,5,2,2,4,1,2,4,1,5,2,6,1,4,0,2,3,3,14,5,0,0,0,9,0,0,2,1,2,2,0,7,0,0,2,7,2,4,1,0,1,6,5,2,0
Ccar1,1,9,5,5,2,7,1,0,1,5,6,7,2,8,7,7,10,0,5,13,11,0,6,0,6,8,6,12,8,5,6,5,0,0,8,3,7,12,10,2,1,1,7,3,0,3,20,4,6,0,4,2,3,4,15,5,7,16,7,10,21,6,6,6,8,12,5,9,6,0,6,3,11,10,0,12,12,7,8,4,7,1,0,8,4,1,10,6,3,5,14,0,8,9,10,1,8,5,5,1,0,1,5,9,2,2,13,7,6,7,7,5,7,0,6,8,5,0,0,0,11,6,12,6,6,8,8,10,12,3,7,0,5,2,0,1,4,2,4,3,5,3,7,3,0,20,15,1,6,4,7,16,10,7,0,6,6,21,3,6,5,12,12,6,8,6,11,9,10,8,12,0,4,0,7,1,8,7,4,1,5,0,14,6,3,10,8,9
Ccdc34,6,0,6,4,0,2,5,0,4,3,0,0,0,0,0,5,2,0,0,0,7,3,0,0,2,0,2,0,0,0,3,0,6,0,0,1,0,5,0,9,0,0,7,0,4,4,0,6,0,4,6,7,0,3,0,0,0,4,4,2,3,4,0,0,0,0,3,0,0,2,0,0,2,2,2,6,0,2,0,0,0,0,8,7,1,0,1,10,0,5,0,5,3,0,2,6,0,3,4,5,0,4,0,0,0,0,0,5,0,0,2,6,0,0,2,0,0,3,6,0,7,0,0,3,2,0,0,0,5,1,0,0,0,9,4,0,6,7,6,4,0,0,7,0,4,0,0,0,0,3,0,4,2,4,2,4,0,3,0,0,3,0,6,0,0,0,2,0,2,0,0,2,0,8,2,0,7,0,1,0,5,5,0,10,0,1,3,0
Ccdc88a,0,0,0,7,7,0,0,3,3,2,6,0,0,0,0,0,0,6,2,0,5,5,0,2,2,0,0,3,1,0,0,10,0,0,0,12,0,3,3,0,1,0,0,3,9,0,3,4,0,0,0,1,0,0,10,0,0,0,0,0,5,4,0,0,4,0,2,6,0,3,0,0,11,0,2,0,0,0,0,10,13,5,0,0,8,0,0,0,0,0,5,1,0,6,0,0,0,2,7,0,3,3,2,0,7,0,0,0,6,0,0,0,0,6,0,0,10,5,0,2,5,0,3,0,2,0,1,3,3,12,0,0,0,0,9,1,0,1,4,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,3,4,0,5,0,0,2,0,0,0,4,0,11,6,0,0,0,2,10,0,0,0,0,13,8,5,0,1,5,0,0,0,0,6
Ccna2,0,0,0,0,0,5,0,17,14,17,9,5,2,14,0,3,7,16,11,15,0,0,1,9,3,0,1,19,1,0,9,9,9,0,2,11,4,18,0,0,1,1,0,0,9,8,11,16,7,13,17,6,11,15,0,14,2,6,0,4,3,4,0,5,13,20,8,15,0,10,23,0,14,14,8,12,0,19,6,15,16,13,6,1,2,0,5,0,7,11,8,2,4,0,7,0,14,17,0,0,17,14,11,0,0,2,15,3,9,5,5,0,0,16,1,0,9,0,9,9,0,1,19,9,3,2,1,0,18,11,4,0,0,0,9,1,17,6,16,8,14,11,0,0,13,11,0,1,7,15,2,6,4,0,10,4,23,3,0,5,8,20,12,0,13,0,14,15,14,6,0,8,15,6,19,0,1,16,2,13,11,2,8,0,7,5,4,0
Ccne1,5,0,20,2,0,5,5,7,27,9,13,4,1,19,0,11,6,9,23,10,11,18,5,9,7,0,0,16,9,5,19,10,6,14,5,3,11,15,4,14,4,0,19,10,1,10,50,13,15,16,7,1,0,16,7,0,10,7,0,0,2,0,0,12,29,27,3,6,2,4,8,0,32,23,0,10,9,22,11,10,6,8,0,14,13,1,18,0,19,3,10,18,1,0,6,5,19,9,2,5,7,27,23,0,0,1,10,11,13,4,5,20,0,9,0,0,10,18,6,9,11,5,16,19,7,5,9,4,15,3,11,14,5,14,1,4,7,1,13,10,0,0,19,10,16,50,7,0,15,16,10,7,0,0,4,0,8,2,0,12,3,27,10,0,29,2,32,6,23,11,9,0,10,0,22,1,14,6,13,8,3,18,10,0,19,18,1,0
Cct8,29,20,30,35,0,8,11,0,49,26,70,33,23,47,0,41,41,20,21,28,17,53,22,24,32,0,45,25,37,33,58,7,14,44,28,38,4,79,2,0,15,39,49,14,19,28,47,50,36,11,39,16,11,66,40,9,10,12,22,39,34,52,23,28,29,38,0,24,19,16,70,7,75,37,8,61,24,50,8,25,23,0,27,15,18,15,8,26,50,17,24,50,3,34,41,29,47,26,35,11,0,49,21,20,0,23,28,41,70,33,8,30,0,20,45,0,7,53,14,24,17,22,25,58,32,28,37,2,79,38,4,44,33,0,19,15,39,16,50,28,9,11,49,14,11,47,40,39,36,66,10,12,39,22,16,52,70,34,7,28,0,38,61,23,29,19,75,24,37,8,24,8,25,27,50,15,15,23,18,0,17,50,24,26,50,8,3,34
Cd3eap,0,0,0,5,0,3,0,3,8,4,5,0,0,0,0,4,6,0,2,0,6,12,2,6,8,0,1,6,0,0,4,4,9,5,3,3,0,4,0,8,2,0,4,2,1,9,6,1,1,5,7,2,3,8,0,1,0,1,1,6,0,2,5,2,3,6,3,4,2,2,7,1,5,8,0,0,1,0,8,3,3,4,2,2,0,0,0,4,11,14,5,0,1,0,6,0,0,4,5,0,3,8,2,0,0,0,0,4,5,0,3,0,0,0,1,0,4,12,9,6,6,2,6,4,8,3,0,0,4,3,0,5,0,8,1,2,7,2,1,9,1,3,4,2,5,6,0,0,1,8,0,1,6,1,2,2,7,0,1,2,3,6,0,5,3,2,5,4,8,8,1,0,3,2,0,0,2,3,0,4,14,0,5,4,11,0,1,0
Cd9,8,0,18,16,8,4,13,21,10,5,11,7,7,14,59,11,18,0,23,22,15,24,12,11,34,0,7,17,12,13,27,3,11,25,2,23,12,14,5,8,16,11,4,15,18,16,7,37,17,24,21,40,23,20,12,13,7,18,21,20,12,6,22,24,42,33,7,11,23,17,27,20,23,9,15,21,40,16,4,16,39,34,9,8,17,3,40,15,20,16,11,17,23,42,18,8,14,5,16,13,21,10,23,0,8,7,22,11,11,7,4,18,59,0,7,0,3,24,11,11,15,12,17,27,34,2,12,5,14,23,12,25,13,8,18,16,21,40,37,16,13,23,4,15,24,7,12,11,17,20,7,18,20,21,17,6,27,12,20,24,7,33,21,22,42,23,23,11,9,4,40,15,16,9,16,3,8,39,17,34,16,17,11,15,20,40,23,42
Cdc123,5,8,1,0,1,5,10,12,9,2,7,12,4,14,12,5,4,6,20,0,10,1,4,0,21,5,9,14,0,5,13,2,0,12,3,9,7,16,1,8,4,3,11,4,3,3,4,15,11,5,1,5,18,19,6,9,7,9,6,6,18,15,6,9,10,12,1,7,0,1,7,7,13,14,3,7,7,12,11,10,8,18,1,8,31,2,17,7,12,2,5,6,4,9,4,5,14,2,0,10,12,9,20,8,1,4,0,5,7,12,5,1,12,6,9,5,2,1,0,0,10,4,14,13,21,3,0,1,16,9,7,12,5,8,3,4,1,5,15,3,9,18,11,4,5,4,6,3,11,19,7,9,6,6,1,15,7,18,7,9,1,12,7,6,10,0,13,7,14,11,7,3,10,1,12,2,8,8,31,18,2,6,5,7,12,17,4,9
Cdc20,2,0,4,0,0,5,0,5,7,7,4,0,5,7,9,6,4,10,10,1,5,0,0,1,2,0,1,5,4,0,3,5,6,8,1,10,2,3,2,8,0,0,0,4,0,8,3,1,6,3,3,5,10,6,0,1,4,6,10,0,2,1,1,3,18,11,9,7,0,11,13,0,4,7,5,2,0,7,0,0,11,7,3,7,6,0,1,5,6,4,9,11,6,0,4,2,7,7,0,0,5,7,10,0,0,5,1,6,4,0,5,4,9,10,1,0,5,0,6,1,5,0,5,3,2,1,4,2,3,10,2,8,0,8,0,0,3,5,1,8,1,10,0,4,3,3,0,0,6,6,4,6,0,10,11,1,13,2,0,3,9,11,2,1,18,0,4,7,7,0,0,5,0,3,7,0,7,11,6,7,4,11,9,5,6,1,6,0
Cdc42se2,0,0,1,0,0,3,0,3,5,0,1,4,0,4,15,2,0,3,0,0,2,1,5,6,0,0,0,2,7,0,0,0,0,7,0,3,0,7,0,10,3,5,4,0,7,0,4,5,0,0,0,5,4,0,0,0,0,7,8,0,6,4,0,9,0,0,4,6,0,0,0,0,8,1,0,5,3,0,6,0,5,0,3,3,0,0,6,5,3,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,0,2,1,4,3,1,15,3,0,0,0,1,0,6,2,5,2,0,0,0,7,0,7,3,0,7,0,10,7,3,0,5,5,0,0,4,4,0,0,4,0,5,0,0,0,7,0,8,0,4,0,6,0,9,4,0,5,0,0,0,8,6,1,6,3,0,0,3,0,0,3,5,0,0,0,0,0,5,3,6,0,0
